-1	D_
0	*
-1	D_RLE
0	давний
1	давнишний
2	дневной
3	идти
4	накануне
5	наставать
6	наступать
7	начинаться
8	приходить
9	тогда
-1	D_GRAFEM_DESC
0	ДЕФ
1	ЗПТ
2	ЦБК
3	ЦК
4	ЦК_4
5	ЦК_порядк
6	двтч
7	квч
-1	D_COLON
0	:
-1	D_LF
0	A0
1	A1
2	A2
3	A3
4	Abbr
5	Adv0
6	Adv1
7	Adv2
8	Adv3
9	AntiBon
10	AntiMagn
11	AntiReal
12	AntiReal1
13	AntiReal2
14	AntiVer
15	Bon
16	Caus
17	Caus1Func0
18	Caus1Func1
19	Caus1Manif
20	Caus1Oper1
21	Caus1Oper2
22	Caus2Func0
23	Caus2Func2
24	Caus2Oper2
25	Caus3Oper3
26	CausFunc
27	CausFunc0
28	CausFunc1
29	CausFunc2
30	CausIncep
31	CausLiqu
32	CausLoc
33	CausMagn
34	CausManif
35	CausOper1
36	CausOper2
37	CausOper3
38	CausVer
39	Centr
40	Copul
41	Culm
42	Fin
43	FinCaus
44	FinFunc0
45	FinOper1
46	FinOper2
47	Func
48	Func0
49	Func1
50	Func2
51	Func3
52	Incep
53	IncepCaus
54	IncepFunc0
55	IncepFunc1
56	IncepLabor21
57	IncepOper1
58	IncepOper2
59	IncepOper3
60	Labor
61	Labor12
62	Labor13
63	Labor21
64	Liqu
65	Liqu1Func0
66	Liqu1Func1
67	Liqu1Labor13
68	Liqu1Oper1
69	Liqu1Oper2
70	Liqu2Func0
71	Liqu2Oper2
72	LiquFunc0
73	LiquFunc1
74	LiquMagn
75	LiquOper1
76	LiquOper2
77	LiquOper3
78	Loc
79	Magn
80	MoveLoc
81	Oper
82	Oper1
83	Oper2
84	Oper3
85	OperCaus
86	Perm2Oper1
87	PermFunc0
88	PermOper1
89	Pred0
90	Real
91	Real1
92	Real2
93	Real3
94	Relat
95	S0
96	S1
97	S2
98	S3
99	S4
100	S_res
101	V0
102	Ver
-1	D_GRAM_FUNCT
0	АББР
1	ГЛ
2	КР
3	НАР
4	ОТР
5	ПРЕВ
6	ПРИД
7	ПРИЛ
8	СОВ
9	СОКР
10	СОКР_мн
11	СРАВН
12	СУЩ
13	ЧАСТ
-1	D_OPN
0	(
-1	D_SEM_REL
0	ACT
1	ACTUAL
2	ADR
3	AFTER
4	AGENT
5	AIM
6	ALIKE
7	AS
8	ASPECT
9	ATTR
10	AUTHOR
11	BELNG
12	C-AGENT
13	CAUSE
14	COMP
15	COND
16	CONTEN
17	DATE
18	DEGREE
19	EQL
20	ESTIM
21	F-ACT
22	FOR
23	FORM
24	FUNCT
25	IDENT
26	IN-ACCORD
27	IN-DIRECT
28	INCLUDING
29	INSTEAD
30	INSTR
31	ISCONNECTED
32	LOCK_forward
33	LOC_conta
34	LOC_dist
35	LOC_down
36	LOC_downward
37	LOC_front
38	LOC_nea
39	LOC_near
40	LOC_up
41	LOC_upward
42	LOK
43	MATER
44	MEAN
45	MEDIATOR
46	METHOD
47	MODL
48	MORE
49	MUA
50	MULTI
51	NAME
52	NO_AIM
53	OBJ
54	OPER
55	OPERAT
56	OR
57	PACIEN
58	PARAM
59	PART
60	PROPERT
61	PURP
62	QUANTIT
63	QUANTOR
64	REFERENT
65	REPRES
66	RESLT
67	RESTR
68	S-ACT
69	SCALE
70	SIMULT
71	SPEC
72	SPHERE
73	SRC
74	SRC-PNT
75	STAD
76	SUB
77	THEME
78	THESAME
79	TIME
80	TOGETHER
81	TRG-PNT
82	TYPE-OF
83	UNIT
84	VALUE
85	WITH
86	ПРИНЦ-Д
87	СТАД
-1	D_NUMBERS
0	1
1	1-го
2	1st
3	2
4	2-го
5	2nd
6	3
7	3-го
8	3nd
9	4
10	5
11	6
12	7
13	8
14	9
-1	D_COMMA
0	,
-1	D_ENCYC_FUNC
0	Anti
1	CAP
2	MULT
3	Mesur
4	Param
5	SING
6	БОЛ_РАЗ
7	ВЫШЕ_ГЕО
8	ЖИТЕЛЬ
9	ИСХ-Т
10	КОН-Т
11	НИЖЕ_ГЕО
12	ПРИНАДЛ
13	СОСТОИТ
14	ЧАСТЬ
-1	D_SF
0	ABSTR
1	ADM
2	AKTIO
3	ANIM
4	ANYTH
5	ARTEF
6	AUTHORIT
