-1	D_
0	*
-1	D_RLE
0	его
1	ее
2	звук
3	их
4	касаться
5	один
6	причина
7	свет
8	сидеть
-1	D_GRAFEM_DESC
0	ДЕФ
1	ЗПТ
2	ЦБК
3	ЦК
4	двтч
5	квч
-1	D_COLON
0	:
-1	D_LF
0	A0
1	A1
2	A2
3	A3
4	Abbr
5	Adv0
6	Adv1
7	Adv2
8	Adv3
9	AntiBon
10	AntiMagn
11	AntiReal
12	AntiReal1
13	AntiReal2
14	AntiVer
15	Bon
16	Caus
17	Caus1Func0
18	Caus1Func1
19	Caus1Manif
20	Caus1Oper1
21	Caus1Oper2
22	Caus2Func0
23	Caus2Func2
24	Caus2Oper2
25	Caus3Oper3
26	CausFunc
27	CausFunc0
28	CausFunc1
29	CausFunc2
30	CausIncep
31	CausLiqu
32	CausLoc
33	CausMagn
34	CausManif
35	CausOper1
36	CausOper2
37	CausOper3
38	CausVer
39	Centr
40	Copul
41	Culm
42	Fin
43	FinCaus
44	FinFunc0
45	FinOper1
46	FinOper2
47	Func
48	Func0
49	Func1
50	Func2
51	Func3
52	Incep
53	IncepCaus
54	IncepFunc0
55	IncepFunc1
56	IncepLabor21
57	IncepOper1
58	IncepOper2
59	IncepOper3
60	Labor
61	Labor12
62	Labor13
63	Labor21
64	Liqu
65	Liqu1Func0
66	Liqu1Func1
67	Liqu1Labor13
68	Liqu1Oper1
69	Liqu1Oper2
70	Liqu2Func0
71	Liqu2Oper2
72	LiquFunc0
73	LiquFunc1
74	LiquMagn
75	LiquOper1
76	LiquOper2
77	LiquOper3
78	Loc
79	Magn
80	MoveLoc
81	Oper
82	Oper1
83	Oper2
84	Oper3
85	OperCaus
86	Perm2Oper1
87	PermFunc0
88	PermOper1
89	Pred0
90	Real
91	Real1
92	Real2
93	Real3
94	S0
95	S1
96	S2
97	S3
98	S4
99	S_res
100	V0
101	Ver
-1	D_GRAM_FUNCT
0	АББР
1	ГЛ
2	КР
3	НАР
4	ОТР
5	ПРЕВ
6	ПРИД
7	ПРИЛ
8	СОВ
9	СРАВН
10	СУЩ
11	ЧАСТ
-1	D_OPN
0	(
-1	D_SEM_REL
0	ACT
1	ACTUAL
2	ADR
3	AFTER
4	AGENT
5	AIM
6	ALIKE
7	AND
8	AS
9	ASPECT
10	ATTR
11	AUTHOR
12	BELNG
13	C-AGENT
14	CAUSE
15	COMP
16	COND
17	CONTEN
18	DATE
19	DEGREE
20	EQL
21	ESTIM
22	F-ACT
23	FOR
24	FORM
25	FUNCT
26	IDENT
27	IN-ACCORD
28	IN-DIRECT
29	INCLUDING
30	INSTEAD
31	INSTR
32	ISCONNECTED
33	LOCK_forward
34	LOC_conta
35	LOC_dist
36	LOC_down
37	LOC_downward
38	LOC_front
39	LOC_nea
40	LOC_near
41	LOC_up
42	LOC_upward
43	LOK
44	MATER
45	MEAN
46	MEDIATOR
47	METHOD
48	MODL
49	MORE
50	MUA
51	MULTI
52	NAME
53	NO_AIM
54	OBJ
55	OPER
56	OPERAT
57	OR
58	PACIEN
59	PARAM
60	PART
61	PROPERT
62	PURP
63	QUANTIT
64	QUANTOR
65	REFERENT
66	REPRES
67	RESLT
68	RESTR
69	S-ACT
70	SCALE
71	SIMULT
72	SPEC
73	SPHERE
74	SRC
75	SRC-PNT
76	STAD
77	SUB
78	THEME
79	THESAME
80	TIME
81	TOGETHER
82	TRG-PNT
83	TYPE-OF
84	UNIT
85	VALUE
86	WITH
87	ПРИНЦ-Д
88	СТАД
-1	D_NUMBERS
0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
-1	D_COMMA
0	,
-1	D_ENCYC_FUNC
0	Anti
1	CAP
2	MULT
3	Mesur
4	Param
5	SING
6	БОЛ_РАЗ
7	ВЫШЕ_ГЕО
8	ЖИТЕЛЬ
9	ИСХ-Т
10	КОН-Т
11	НИЖЕ_ГЕО
12	ПРИНАДЛ
13	СОСТОИТ
14	ЧАСТЬ
-1	D_THES
-1	D_SF
0	ABSTR
1	ADM
2	AKTIO
3	ANIM
4	ANYTH
5	ARTEF
6	AUTHORIT
7	CAUS
8	CHG
9	CLAS
10	COLLEC
11	COMMUNIC
12	CONTNR
13	DAMAG
14	DEF
15	DEV
16	DIREC
17	EMOT
