-1	D_
0	*
-1	D_RLE
0	арест
1	доступ
2	неудача
3	нужда
4	объявление
5	отчет
-1	D_GRAFEM_DESC
0	ДЕФ
1	ЗПТ
2	ЦБК
3	ЦК
4	двтч
5	квч
-1	D_COLON
0	:
-1	D_LF
0	A0
1	A1
2	A2
3	A3
4	Abbr
5	Adv0
6	Adv1
7	Adv2
8	Adv3
9	Anti
10	AntiBon
11	AntiMagn
12	AntiReal
13	AntiReal1
14	AntiReal2
15	AntiVer
16	Bon
17	Caus
18	Caus1Func0
19	Caus1Func1
20	Caus1Manif
21	Caus1Oper1
22	Caus1Oper2
23	Caus2Func0
24	Caus2Func1
25	Caus2Func2
26	Caus2Oper2
27	Caus3Oper3
28	CausFunc
29	CausFunc0
30	CausFunc1
31	CausFunc2
32	CausIncep
33	CausLiqu
34	CausLoc
35	CausMagn
36	CausManif
37	CausOper1
38	CausOper2
39	CausOper3
40	Centr
41	Cont
42	Copul
43	Culm
44	Fin
45	FinCaus
46	FinFunc0
47	FinOper1
48	FinOper2
49	Func
50	Func0
51	Func1
52	Func2
53	Func3
54	Incep
55	IncepCaus
56	IncepFunc0
57	IncepFunc1
58	IncepLabor21
59	IncepOper1
60	IncepOper1AntiBon
61	IncepOper2
62	IncepOper3
63	Labor
64	Labor12
65	Labor13
66	Labor21
67	Liqu
68	Liqu1Func0
69	Liqu1Func1
70	Liqu1Labor13
71	Liqu1Oper1
72	Liqu1Oper2
73	Liqu2Func0
74	Liqu2Oper2
75	LiquFunc0
76	LiquFunc1
77	LiquMagn
78	LiquOper1
79	LiquOper2
80	LiquOper3
81	Loc
82	Magn
83	MoveLoc
84	Oper
85	Oper1
86	Oper2
87	Oper3
88	OperCaus
89	Perm2Oper1
90	PermFunc0
91	PermOper1
92	Pred0
93	Real
94	Real1
95	Real2
96	Real3
97	S0
98	S0.Oper1
99	S1
100	S2
101	S3
102	S4
103	S_res
104	V0
105	V1
106	Ver
-1	D_GRAM_FUNCT
0	АББР
1	ГЛ
2	КР
3	НАР
4	ОТР
5	ПРЕВ
6	ПРИД
7	ПРИЛ
8	СОВ
9	СРАВН
10	СУЩ
11	ЧАСТ
-1	D_OPN
0	(
-1	D_SEM_REL
0	ACT
1	ACTUAL
2	ADR
3	AFTER
4	AGENT
5	AIM
6	ALIKE
7	AS
8	ASPECT
9	ATTR
10	AUTHOR
11	BELNG
12	C-AGENT
13	CAUSE
14	COMP
15	COND
16	CONTEN
17	DATE
18	DEGREE
19	EQL
20	ESTIM
21	F-ACT
22	FOR
23	FORM
24	FUNCT
25	IDENT
26	IN-ACCORD
27	IN-DIRECT
28	INCLUDING
29	INSTEAD
30	INSTR
31	ISCONNECTED
32	LOCK_forward
33	LOC_dist
34	LOC_nea
35	LOK
36	MATER
37	MEANS
38	MEDIATOR
39	METHOD
40	MODL
41	MORE
42	MUA
43	MULTI
44	NAME
45	NO_AIM
46	OBJ
47	OBJ.RESLT
48	OPERAT
49	OR
50	PACIEN
51	PARAM
52	PART
53	PROPERT
54	PURP
55	QUANTIT
56	QUANTOR
57	REFERENT
58	REPRES
59	RESLT
60	RESTR
61	S-ACT
62	SCALE
63	SIMULT
64	SPEC
65	SPHERE
66	SRC
67	SRC-PNT
68	SUB
69	THEME
70	THESAME
71	TIME
72	TOGETHER
73	TRG-PNT
74	TYPE-OF
75	UNIT
76	VALUE
77	WITH
-1	D_NUMBERS
0	1
1	2
2	3
3	4
4	5
5	6
6	7
7	8
8	9
-1	D_COMMA
0	,
-1	D_ENCYC_FUNC
0	Anti
1	CAP
2	MULT
3	Mesur
4	Param
5	SING
6	БОЛ_РАЗ
7	ВЫШЕ_ГЕО
8	ЖИТЕЛЬ
9	ИСХ-Т
10	КОН-Т
11	НИЖЕ_ГЕО
12	СОСТОИТ
13	ЧАСТЬ
-1	D_THES
0	Board of Education -
1	United Nations organization -
2	amount of business —
3	amount of employment —
4	amount of housing — жилищный фонд
5	amount of turnover —
6	attempted suicide —
7	body language -
8	brother-consanguinean -
9	brother-in-law -
10	brother-uterine  -
11	child's primer -
12	commercial attache —
13	commercial aviation —
14	commercial broadcast —
15	commercial traveller —
16	commercial treaty -
17	compulsory education
18	disarmament treaty -
19	father of the bar -
20	finger language -
